"org_admin","sex","agegr","none","native","retention","year","age_lower","rx_raw","rx_adj","px","qx","lx","dx","Lx","Tx","ex","non_monotonic"
"Jeju","Total","35+",110289,251202,0.694905267351054,2015,35,0.694905267351054,0.694905267351054,0.999999,1.00000000002876e-06,0.683724507466852,6.83724507486513e-07,3.41862082802299,3.41862082802299,4.9999975,TRUE
"Sejong","Female","10-14",334,1509,0.818773738469886,2015,10,0.818773738469886,0.813912255548409,0.753276344073795,0.246723655926205,0.982735867303041,0.242464185990816,4.30751887153817,16.1972627329065,16.4818068331598,TRUE
"Sejong","Female","25-29",1180,1112,0.485165794066318,2015,25,0.485165794066318,0.455136776343504,0.79437994833876,0.20562005166124,0.549541777154879,0.112996808608596,2.46521686425291,5.91749858171455,10.7680595501783,TRUE
"Sejong","Male","15-19",488,1339,0.732895457033388,2015,15,0.732895457033388,0.719220324838439,0.697469563904072,0.302530436095928,0.762225613702236,0.230596447316823,3.23463695021912,11.6650550432201,15.303939979872,TRUE
"Sejong","Male","25-29",1402,1520,0.520191649555099,2015,25,0.520191649555099,0.501634286316011,0.704923940917556,0.295076059082444,0.531628634756246,0.156870882439253,2.2659659676831,5.77227359014684,10.8577176110791,TRUE
"Sejong","Total","10-14",920,2956,0.762641898864809,2015,10,0.762641898864809,0.761975959146532,0.87735534022493,0.12264465977507,0.862959861855829,0.105837418656849,4.05020576263702,15.8712432197142,18.3916354876373,TRUE
"Sejong","Total","25-29",2582,2632,0.504794783275796,2015,25,0.504794783275796,0.478481850126838,0.746701422502075,0.253298577497925,0.541894023582891,0.137260985328173,2.36631765459402,5.86402346273526,10.8213473622823,TRUE
"Ulsan","Female","35+",71635,94179,0.567979784577901,2015,35,0.567979784577901,0.567979784577901,0.999999,1.00000000002876e-06,0.533600138637176,5.3360013865252e-07,2.66799935918553,2.66799935918553,4.9999975,TRUE
"Ulsan","Male","35+",55929,97112,0.634548911729537,2015,35,0.634548911729537,0.634548911729537,0.999999,1.00000000002876e-06,0.588645754184628,5.88645754201555e-07,2.94322729930876,2.94322729930876,4.9999975,TRUE
"Ulsan","Total","35+",127564,191291,0.599931003120541,2015,35,0.599931003120541,0.599931003120541,0.999999,1.00000000002876e-06,0.561692962359025,5.61692962375177e-07,2.80846340756272,2.80846340756272,4.9999975,TRUE
"Busan","Male","35+",443444,461556,0.510006629834254,2020,35,0.510006629834254,0.510006629834254,0.999999,1.00000000002876e-06,0.556042780721551,5.5604278073754e-07,2.7802125135008,2.7802125135008,4.9999975,TRUE
"Busan","Total","35+",927418,934968,0.502026969704454,2020,35,0.502026969704454,0.502026969704454,0.999999,1.00000000002876e-06,0.553512898976781,5.53512898992697e-07,2.76756311110166,2.76756311110166,4.9999975,TRUE
"Daegu","Male","15-19",10179,53828,0.840970518849501,2020,15,0.840970518849501,0.836804024948188,0.842238476355389,0.157761523644611,0.919115467675859,0.145001056585873,4.23307469691461,16.8666236279738,18.3509300203857,TRUE
"Daegu","Male","35+",249747,318883,0.56079172748536,2020,35,0.56079172748536,0.56079172748536,0.999999,1.00000000002876e-06,0.586992551203773,5.86992551220653e-07,2.93496128853749,2.93496128853749,4.9999975,TRUE
"Daegu","Total","35+",520654,650284,0.555353058829759,2020,35,0.555353058829759,0.555353058829759,0.999999,1.00000000002876e-06,0.604771331325366,6.04771331342757e-07,3.0238551446985,3.0238551446985,4.9999975,TRUE
"Daejeon","Female","15-19",8149,26245,0.763069139966273,2020,15,0.763069139966273,0.75765830264247,0.84711843349229,0.15288156650771,0.874182148270088,0.133646336240606,4.03679490074892,16.209836509246,18.5428592214146,TRUE
"Daejeon","Female","35+",136198,138081,0.503432636111405,2020,35,0.503432636111405,0.503432636111405,0.999999,1.00000000002876e-06,0.571494291373385,5.71494291389819e-07,2.8574700281312,2.8574700281312,4.9999975,TRUE
"Daejeon","Male","10-14",8573,28308,0.767549686830617,2020,10,0.767549686830617,0.774319567235604,0.999999,1.00000000002876e-06,0.874121723588026,8.74121723613162e-07,4.37060643263582,20.2110954605187,23.1216029931824,TRUE
"Daejeon","Male","15-19",8402,31654,0.790243658877571,2020,15,0.790243658877571,0.774319567235604,0.827291111110765,0.172708888889235,0.874120849466303,0.150968440666239,3.99318314566592,15.8404890278829,18.121623614806,TRUE
"Daejeon","Male","35+",124882,141349,0.53092615059854,2020,35,0.53092615059854,0.53092615059854,0.999999,1.00000000002876e-06,0.569119679807765,5.6911967982413e-07,2.84559697623963,2.84559697623963,4.9999975,TRUE
"Daejeon","Total","15-19",16551,57899,0.777689724647414,2020,15,0.777689724647414,0.76787119624176,0.835079016958305,0.164920983041695,0.876184121734917,0.144501146682047,4.01966774196947,16.0294310152703,18.2945919900154,TRUE
"Daejeon","Total","35+",261080,279430,0.516974709071062,2020,35,0.516974709071062,0.516974709071062,0.999999,1.00000000002876e-06,0.570498732691817,5.70498732708222e-07,2.85249223721225,2.85249223721225,4.9999975,TRUE
"Gangwon","Male","35+",487796,325397,0.400147320500791,2020,35,0.400147320500791,0.400147320500791,0.999999,1.00000000002876e-06,0.409527380778585,4.09527380790362e-07,2.04763588007447,2.04763588007447,4.9999975,TRUE
"Gangwon","Total","35+",1061434,637867,0.375370225757532,2020,35,0.375370225757532,0.375370225757532,0.999999,1.00000000002876e-06,0.407484194096696,4.07484194108413e-07,2.03741995177299,2.03741995177299,4.9999975,TRUE
"Gwangju","Female","5-9",3698,31620,0.895294184268645,2020,5,0.895294184268645,0.892841959243297,0.933111804028871,0.0668881959711295,0.999999,0.0668881290829335,4.83277467729267,25.5936934775538,25.5937190712728,TRUE
"Gwangju","Female","35+",168568,159397,0.486018325126157,2020,35,0.486018325126157,0.486018325126157,0.999999,1.00000000002876e-06,0.543391780338628,5.43391780354253e-07,2.71695754321369,2.71695754321369,4.9999975,TRUE
"Gwangju","Male","35+",144932,157858,0.521344826447373,2020,35,0.521344826447373,0.521344826447373,0.999999,1.00000000002876e-06,0.56389774541392,5.63897745430135e-07,2.81948731732524,2.81948731732524,4.9999975,TRUE
"Gwangju","Total","35+",313500,317255,0.502976591545053,2020,35,0.502976591545053,0.502976591545053,0.999999,1.00000000002876e-06,0.55465841735306,5.5465841736901e-07,2.77329070011926,2.77329070011926,4.9999975,TRUE
"Gyeonggi","Male","35+",406395,1010883,0.713256679352957,2020,35,0.713256679352957,0.713256679352957,0.999999,1.00000000002876e-06,0.733897568582785,7.33897568603888e-07,3.66948600817,3.66948600817,4.9999975,TRUE
"Gyeonggi","Total","35+",913727,2011024,0.687588105790886,2020,35,0.687588105790886,0.687588105790886,0.999999,1.00000000002876e-06,0.726380899985919,7.26380900006807e-07,3.63190268397735,3.63190268397735,4.9999975,TRUE
"Incheon","Female","35+",178979,247283,0.580119738564545,2020,35,0.580119738564545,0.580119738564545,0.999999,1.00000000002876e-06,0.612731160172443,6.12731160190063e-07,3.06365426903431,3.06365426903431,4.9999975,TRUE
"Incheon","Male","35+",152882,257104,0.6271043401482,2020,35,0.6271043401482,0.6271043401482,0.999999,1.00000000002876e-06,0.602210803878976,6.02210803896293e-07,3.01105251386787,3.01105251386787,4.9999975,TRUE
"Incheon","Total","35+",331861,504387,0.603154805751404,2020,35,0.603154805751404,0.603154805751404,0.999999,1.00000000002876e-06,0.60733431848629,6.07334318503754e-07,3.03667007409565,3.03667007409565,4.9999975,TRUE
"Jeju","Female","35+",61259,135695,0.688967982371518,2020,35,0.688967982371518,0.688967982371518,0.999999,1.00000000002876e-06,0.691655755885556,6.91655755905445e-07,3.45827705028839,3.45827705028839,4.9999975,TRUE
"Jeju","Male","5-9",560,13855,0.961151578217135,2020,5,0.961151578217135,0.95261148821609,0.975383162244565,0.0246168377554354,0.999999,0.0246168131385977,4.93845296715351,26.8074359029896,26.8074627104523,TRUE
"Jeju","Male","35+",49211,133234,0.730269396256406,2020,35,0.730269396256406,0.730269396256406,0.999999,1.00000000002876e-06,0.618943266063699,6.18943266081497e-07,3.09471478296033,3.09471478296033,4.9999975,TRUE
"Jeju","Total","35+",110470,268929,0.70882896370312,2020,35,0.70882896370312,0.70882896370312,0.999999,1.00000000002876e-06,0.654251124699463,6.54251124718277e-07,3.2712539878695,3.2712539878695,4.9999975,TRUE
"Jeonbuk","Female","10-14",5345,35504,0.869152243628975,2020,10,0.869152243628975,0.86817980688768,0.888282439725942,0.111717560274058,0.936129508801663,0.104582104823874,4.41919228194863,18.1342763054671,19.3715464953997,TRUE
"Sejong","Female","5-9",324,2927,0.900338357428484,2020,5,0.900338357428484,0.898377606672859,0.87913304246766,0.12086695753234,0.999999,0.120866836665383,4.69782790833654,22.3472397713704,22.3472621186325,TRUE
"Sejong","Male","5-9",218,3006,0.932382133995037,2020,5,0.932382133995037,0.917755265572226,0.846608056024686,0.153391943975314,0.999999,0.15339179058337,4.61651552354158,23.2953583418755,23.2953816372571,TRUE
"Sejong","Male","15-19",439,1759,0.800272975432211,2020,15,0.800272975432211,0.776979001292521,0.813386127638085,0.186613872361915,0.846606362809421,0.157988491730102,3.83806058472185,14.4458088877688,17.0631943277996,TRUE
"Sejong","Total","5-9",542,5933,0.916293436293436,2020,5,0.916293436293436,0.90806958146051,0.849438558645457,0.150561441354543,0.999999,0.150561290793101,4.62359177301725,22.8732182893732,22.8732411626144,TRUE
"Seoul","Male","15-19",73717,162718,0.688214519846892,2020,15,0.688214519846892,0.683900794530873,0.908194911540589,0.0918050884594106,0.832613861857014,0.0764381892403146,3.97197383618428,16.794107954732,20.1703439302288,TRUE
"Ulsan","Female","35+",81761,110374,0.574460665677779,2020,35,0.574460665677779,0.574460665677779,0.999999,1.00000000002876e-06,0.561380932742133,5.61380932758276e-07,2.80690326025833,2.80690326025833,4.9999975,TRUE
"Ulsan","Male","35+",75142,113192,0.601017341531534,2020,35,0.601017341531534,0.601017341531534,0.999999,1.00000000002876e-06,0.535583400686032,5.35583400701433e-07,2.67791566447166,2.67791566447166,4.9999975,TRUE
"Ulsan","Total","35+",156903,223566,0.587606349006095,2020,35,0.587606349006095,0.587606349006095,0.999999,1.00000000002876e-06,0.546982123701789,5.46982123717518e-07,2.73490925105363,2.73490925105363,4.9999975,TRUE
